Sura;Aya;Bagian;Arabic;Transliteration;Transcript
12;96;2;قَالَ اَلَمْ اَقُلْ لَّكُمْۙ اِنِّيْٓ اَعْلَمُ مِنَ اللّٰهِ مَا لَا تَعْلَمُوْنَ;qāla a lam aqul lakum innī a'lamu minallāhi mā lā ta'lamụn;, qā la a lam a qul la kum in nī a' la mu mi nall llā hi mā lā ta' la m
12;97;1;قَالُوْا يٰٓاَبَانَا اسْتَغْفِرْ لَنَا ذُنُوْبَنَآ اِنَّا كُنَّا خٰطِـِٕيْنَ;qālụ yā abānastagfir lanā żunụbanā innā kunnā khāṭi`īn;qā lụ yā a bā nas tag fir la nā żu nụ ba nā in nā kun nā khā ṭi `īn
12;98;1;قَالَ سَوْفَ اَسْتَغْفِرُ لَكُمْ رَبِّيْ ۗاِنَّهٗ هُوَ الْغَفُوْرُ الرَّحِيْمُ;qāla saufa astagfiru lakum rabbī, innahụ huwal-gafụrur-raḥīm;qā la sau fa as tag fi ru la kum rab bī , in na hụ hu wal ga fụ rur ra ḥīm
12;99;1;فَلَمَّا دَخَلُوْا عَلٰى يُوْسُفَ اٰوٰٓى اِلَيْهِ اَبَوَيْهِ;fa lammā dakhalụ 'alā yụsufa āwā ilaihi abawaihi;fa lam mā da kha lụ 'a lā yụ su fa ā wā i lai hi a ba wai hi
12;99;2;وَقَالَ ادْخُلُوْا مِصْرَ اِنْ شَاۤءَ اللّٰهُ اٰمِنِيْنَ ۗ;hi wa qāladkhulụ miṣra in syā`allāhu āminīn;i hi wa qā lad khu lụ miṣ ra in syā `all llā hu ā mi n
12;100;1;وَرَفَعَ اَبَوَيْهِ عَلَى الْعَرْشِ وَخَرُّوْا لَهٗ سُجَّدًاۚ وَقَالَ يٰٓاَبَتِ هٰذَا تَأْوِيْلُ;rafa'a abawaihi 'alal-'arsyi wa kharrụ lahụ sujjadā, wa qāla yā abati hāżā ta`wī;a ra fa 'a a ba wai hi 'a lal 'ar syi wa khar rụ la hụ suj ja dā , wa qā la yā a ba ti hā żā ta` wī
12;100;2;رُءْيَايَ مِنْ قَبْلُ ۖقَدْ جَعَلَهَا رَبِّيْ حَقًّاۗ وَقَدْ اَحْسَنَ بِيْٓ اِذْ اَخْرَجَنِيْ مِنَ;ru`yāya ming qablu qad ja'alahā rabbī ḥaqqā, wa qad aḥsana bī iż akhrajanī mi;u ru` yā ya ming qab lu qad ja 'a la hā rab bī ḥaq qā , wa qad aḥ sa na bī iż akh ra ja nī mi
12;100;3;السِّجْنِ وَجَاۤءَ بِكُمْ مِّنَ الْبَدْوِ مِنْۢ بَعْدِ اَنْ نَّزَغَ الشَّيْطٰنُ بَيْنِيْ وَبَيْنَ;as-sijni wa jā`a bikum minal-badwi mim ba'di an nazagasy-syaiṭānu bainī wa ba;nas sij ni wa jā `a bi kum mi nal bad wi mim ba' di an na za gasy syai ṭā nu bai nī wa ba
12;100;4;اِخْوَتِيْۗ اِنَّ رَبِّيْ لَطِيْفٌ لِّمَا يَشَاۤءُ ۗاِنَّهٗ هُوَ الْعَلِيْمُ الْحَكِيْمُ;ikhwatī, inna rabbī laṭīful limā yasyā`, innahụ huwal-'alīmul-ḥak;a ikh wa tī , in na rab bī la ṭī ful li mā ya syā` , in na hụ hu wal 'a lī mul ḥa k
12;101;1;۞ رَبِّ قَدْ اٰتَيْتَنِيْ مِنَ الْمُلْكِ وَعَلَّمْتَنِيْ مِنْ تَأْوِيْلِ الْاَحَادِيْثِۚ;rabbi qad ātaitanī minal-mulki wa 'allamtanī min ta`wīlil-aḥādīṡ;rab bi qad ā tai ta nī mi nal mul ki wa 'al lam ta nī min ta` wī lil a ḥā dīṡ
12;101;2;فَاطِرَ السَّمٰوٰتِ وَالْاَرْضِۗ اَنْتَ وَلِيّٖ فِى الدُّنْيَا وَالْاٰخِرَةِۚ;fāṭiras-samāwāti wal-arḍ, anta waliyyī fid-dun-yā wal-ākhi;, fā ṭi ras sa mā wā ti wal arḍ , an ta wa liy yī fid dun yā wal ā khi
12;101;3;تَوَفَّنِيْ مُسْلِمًا وَّاَلْحِقْنِيْ بِالصّٰلِحِيْنَ;tawaffanī muslimaw wa al-ḥiqnī biṣ-ṣāliḥī;, ta waf fa nī mus li maw wa al ḥiq nī biṣ ṣā li ḥī
12;102;1;ذٰلِكَ مِنْ اَنْۢبَاۤءِ الْغَيْبِ نُوْحِيْهِ اِلَيْكَۚ وَمَا كُنْتَ;żālika min ambā`il-gaibi nụḥīhi ilaīk, wa mā kunta;żā li ka min am bā `il gai bi nụ ḥī hi i laīk , wa mā kun ta
12;102;2;لَدَيْهِمْ اِذْ اَجْمَعُوْٓا اَمْرَهُمْ وَهُمْ يَمْكُرُوْنَ;ladaihim iż ajma'ū amrahum wa hum yamkurụn;a la dai him iż aj ma 'ū am ra hum wa hum yam ku rụn
12;103;1;وَمَآ اَكْثَرُ النَّاسِ وَلَوْ حَرَصْتَ بِمُؤْمِنِيْنَ;wa mā akṡarun-nāsi walau ḥaraṣta bimu`minīn;wa mā ak ṡa run nā si wa lau ḥa raṣ ta bi mu` mi nīn
12;104;1;وَمَا تَسْـَٔلُهُمْ عَلَيْهِ مِنْ اَجْرٍۗ اِنْ هُوَ اِلَّا ذِكْرٌ لِّلْعٰلَمِيْنَ ࣖ;wa mā tas`aluhum 'alaihi min ajr, in huwa illā żikrul lil-'ālamīn;wa mā tas `a lu hum 'a lai hi min ajr , in hu wa il lā żik rul lil 'ā la mīn
12;105;1;وَكَاَيِّنْ مِّنْ اٰيَةٍ فِى السَّمٰوٰتِ وَالْاَرْضِ يَمُرُّوْنَ عَلَيْهَا وَهُمْ عَنْهَا مُعْرِضُوْنَ;wa ka`ayyim min āyatin fis-samāwāti wal-arḍi yamurrụna 'alaihā wa hum 'an-hā mu'riḍụn;wa ka `ay yim min ā ya tin fis sa mā wā ti wal ar ḍi ya mur rụ na 'a lai hā wa hum 'an hā mu' ri ḍụn
12;106;1;وَمَا يُؤْمِنُ اَكْثَرُهُمْ بِاللّٰهِ اِلَّا وَهُمْ مُّشْرِكُوْنَ;wa mā yu`minu akṡaruhum billāhi illā wa hum musyrikụn;wa mā yu` mi nu ak ṡa ru hum bil lā hi il lā wa hum musy ri kụn
12;107;1;اَفَاَمِنُوْٓا اَنْ تَأْتِيَهُمْ غَاشِيَةٌ مِّنْ عَذَابِ اللّٰهِ;a fa aminū an ta`tiyahum gāsyiyatum min 'ażābillāh;a fa a mi nū an ta` ti ya hum gā syi ya tum min 'a żā bil lā h
12;107;2;اَوْ تَأْتِيَهُمُ السَّاعَةُ بَغْتَةً وَّهُمْ لَا يَشْعُرُوْنَ;au ta`tiyahumus-sā'atu bagtataw wa hum lā yasy'urụn;i au ta` ti ya hu mus sā 'a tu bag ta taw wa hum lā yasy 'u rụn
12;108;1;قُلْ هٰذِهٖ سَبِيْلِيْٓ اَدْعُوْٓا اِلَى اللّٰهِ ۗعَلٰى بَصِيْرَةٍ اَنَا۠ وَمَنِ;qul hāżihī sabīlī ad'ū ilallāh, 'alā baṣīratin ana wa ma;l llāh , 'a lā ba ṣī ra tin a na wa ma nit ta ba 'a nī , wa sub ḥā nal
12;108;2;اتَّبَعَنِيْ ۗوَسُبْحٰنَ اللّٰهِ وَمَآ اَنَا۠ مِنَ الْمُشْرِكِيْنَ;taba'anī, wa sub-ḥānallāhi wa mā ana minal-musyr;l llā hi wa mā a na mi nal musy ri kīn
12;109;1;وَمَآ اَرْسَلْنَا مِنْ قَبْلِكَ اِلَّا رِجَالًا نُّوْحِيْٓ اِلَيْهِمْ;wa mā arsalnā ming qablika illā rijālan nụḥī ilaih;wa mā ar sal nā ming qab li ka il lā ri jā lan nụ ḥī i lai h
12;109;2;مِّنْ اَهْلِ الْقُرٰىۗ اَفَلَمْ يَسِيْرُوْا فِى الْاَرْضِ فَيَنْظُرُوْا;min ahlil-qurā, a fa lam yasīrụ fil-arḍi fa y;m min ah lil qu rā , a fa lam ya sī rụ fil ar ḍi fa y
12;109;3;كَيْفَ كَانَ عَاقِبَةُ الَّذِيْنَ مِنْ قَبْلِهِمْۗ وَلَدَارُ الْاٰخِرَةِ;fa kāna 'āqibatullażīna ming qablihim, wa ladārul-ākhirat;i fa kā na 'ā qi ba tul la żī na ming qab li him , wa la dā rul ā khi ra t
12;109;4;خَيْرٌ لِّلَّذِيْنَ اتَّقَوْاۗ اَفَلَا تَعْقِلُوْنَ; khairul lillażīnattaqau, a fa lā ta'qil;i khai rul lil la żī nat ta qau , a fa lā ta' qi l
12;110;1;حَتّٰٓى اِذَا اسْتَا۟يْـَٔسَ الرُّسُلُ وَظَنُّوْٓا اَنَّهُمْ قَدْ كُذِبُوْا جَاۤءَهُمْ نَصْرُنَاۙ;ḥattā iżastai`asar-rusulu wa ẓannū annahum qad kużibụ jā`ahum naṣrunā fa;ḥat tā i żas tai `a sar ru su lu wa ẓan nū an na hum qad ku żi bụ jā `a hum naṣ ru nā fa
12;110;2;فَنُجِّيَ مَنْ نَّشَاۤءُ ۗوَلَا يُرَدُّ بَأْسُنَا عَنِ الْقَوْمِ الْمُجْرِمِيْنَ;fa nujjiya man nasyā`, wa lā yuraddu ba`sunā 'anil-qaumil-mujrim;ā fa nuj ji ya man na syā` , wa lā yu rad du ba` su nā 'a nil qau mil muj ri m
12;111;1;لَقَدْ كَانَ فِيْ قَصَصِهِمْ عِبْرَةٌ لِّاُولِى الْاَلْبَابِۗ مَا كَانَ;laqad kāna fī qaṣaṣihim 'ibratul li`ulil-albāb, mā kā;la qad kā na fī qa ṣa ṣi him 'ib ra tul li `u lil al bāb , mā kā
12;111;2;حَدِيْثًا يُّفْتَرٰى وَلٰكِنْ تَصْدِيْقَ الَّذِيْ بَيْنَ يَدَيْهِ وَتَفْصِيْلَ;ḥadīṡay yuftarā wa lākin taṣdīqallażī baina yadaihi wa tafṣī;a ḥa dī ṡay yuf ta rā wa lā kin taṣ dī qal la żī bai na ya dai hi wa taf ṣī
12;111;3;كُلِّ شَيْءٍ وَّهُدًى وَّرَحْمَةً لِّقَوْمٍ يُّؤْمِنُوْنَ ࣖ;kulli syai`iw wa hudaw wa raḥmatal liqaumiy yu`minụn;a kul li syai `iw wa hu daw wa raḥ ma tal li qau miy yu` mi nụn
13;1;1;الۤمّۤرٰۗ تِلْكَ اٰيٰتُ الْكِتٰبِۗ وَالَّذِيْٓ اُنْزِلَ اِلَيْكَ مِنْ; mīm rā, tilka āyātul-kitāb, wallażī unzila ilaika mi;m mīm rā , til ka ā yā tul ki tāb , wal la żī un zi la i lai ka mi
13;1;2;رَّبِّكَ الْحَقُّ وَلٰكِنَّ اَكْثَرَ النَّاسِ لَا يُؤْمِنُوْنَ; rabbikal-ḥaqqu wa lākinna akṡaran-nāsi lā yu`min;r rab bi kal ḥaq qu wa lā kin na ak ṡa ran nā si lā yu` mi n
13;2;1;اَللّٰهُ الَّذِيْ رَفَعَ السَّمٰوٰتِ بِغَيْرِ عَمَدٍ تَرَوْنَهَا ثُمَّ اسْتَوٰى عَلَى;allāhullażī rafa'as-samāwāti bigairi 'amadin taraunahā ṡummastawā 'alal;l llā hul la żī ra fa 'as sa mā wā ti bi gai ri 'a ma din ta rau na hā ṡum mas ta wā 'a lal '
13;2;2;الْعَرْشِ وَسَخَّرَ الشَّمْسَ وَالْقَمَرَۗ كُلٌّ يَّجْرِيْ لِاَجَلٍ مُّسَمًّىۗ يُدَبِّرُ;l-'arsyi wa sakhkharasy-syamsa wal-qamar, kulluy yajrī li`ajalim musammā, yudabbi;al 'ar syi wa sakh kha rasy syam sa wal qa mar , kul luy yaj rī li `a ja lim mu sam mā , yu dab bi
13;2;3;الْاَمْرَ يُفَصِّلُ الْاٰيٰتِ لَعَلَّكُمْ بِلِقَاۤءِ رَبِّكُمْ تُوْقِنُوْنَ;ul-amra yufaṣṣilul-āyāti la'allakum biliqā`i rabbikum tụqinụn;rul am ra yu faṣ ṣi lul ā yā ti la 'al la kum bi li qā `i rab bi kum tụ qi nụn
13;3;1;وَهُوَ الَّذِيْ مَدَّ الْاَرْضَ وَجَعَلَ فِيْهَا رَوَاسِيَ وَاَنْهٰرًا ۗوَمِنْ;wa huwallażī maddal-arḍa wa ja'ala fīhā rawāsiya wa an-hārā, w;wa hu wal la żī mad dal ar ḍa wa ja 'a la fī hā ra wā si ya wa an hā rā , w
13;3;2;كُلِّ الثَّمَرٰتِ جَعَلَ فِيْهَا زَوْجَيْنِ اثْنَيْنِ يُغْشِى الَّيْلَ النَّهَارَۗ;kulliṡ-ṡamarāti ja'ala fīhā zaujainiṡnaini yugsyil-lailan-nahār, ;g kul liṡ ṡa ma rā ti ja 'a la fī hā zau jai niṡ nai ni yug syil lai lan na hār ,
13;3;3;اِنَّ فِيْ ذٰلِكَ لَاٰيٰتٍ لِّقَوْمٍ يَّتَفَكَّرُوْنَ; inna fī żālika la`āyātil liqaumiy yatafakkar;, in na fī żā li ka la `ā yā til li qau miy ya ta fak ka r
13;4;1;وَفِى الْاَرْضِ قِطَعٌ مُّتَجٰوِرٰتٌ وَّجَنّٰتٌ مِّنْ اَعْنَابٍ وَّزَرْعٌ وَّنَخِيْلٌ;fil-arḍi qiṭa'um mutajāwirātuw wa jannātum min a'nābiw wa zar'uw wa nakhīl;a fil ar ḍi qi ṭa 'um mu ta jā wi rā tuw wa jan nā tum min a' nā biw wa zar 'uw wa na khī l
13;4;2;صِنْوَانٌ وَّغَيْرُ صِنْوَانٍ يُّسْقٰى بِمَاۤءٍ وَّاحِدٍۙ وَّنُفَضِّلُ بَعْضَهَا;ṣinwānuw wa gairu ṣinwāniy yusqā bimā`iw wāḥidiw wa nufaḍḍilu ba'ḍah;n ṣin wā nuw wa gai ru ṣin wā niy yus qā bi mā `iw wā ḥi diw wa nu faḍ ḍi lu ba' ḍa h
13;4;3;عَلٰى بَعْضٍ فِى الْاُكُلِۗ اِنَّ فِيْ ذٰلِكَ لَاٰيٰتٍ لِّقَوْمٍ يَّعْقِلُوْنَ; 'alā ba'ḍin fil-ukul, inna fī żālika la`āyātil liqaumiy ya'qil;ā 'a lā ba' ḍin fil u kul , in na fī żā li ka la `ā yā til li qau miy ya' qi l
13;5;1;۞ وَاِنْ تَعْجَبْ فَعَجَبٌ قَوْلُهُمْ ءَاِذَا كُنَّا تُرَابًا ءَاِنَّا لَفِيْ خَلْقٍ; in ta'jab fa 'ajabung qauluhum a iżā kunnā turāban a innā lafī khalq;a in ta' jab fa 'a ja bung qau lu hum a i żā kun nā tu rā ban a in nā la fī khal q
13;5;2;جَدِيْدٍ ەۗ اُولٰۤىِٕكَ الَّذِيْنَ كَفَرُوْا بِرَبِّهِمْۚ وَاُولٰۤىِٕكَ الْاَغْلٰلُ;jadīd, ulā`ikallażīna kafarụ birabbihim, wa ulā`ikal-aglā;n ja dīd , u lā `i kal la żī na ka fa rụ bi rab bi him , wa u lā `i kal ag lā
13;5;3;فِيْٓ اَعْنَاقِهِمْۚ وَاُولٰۤىِٕكَ اَصْحٰبُ النَّارِۚ هُمْ فِيْهَا خٰلِدُوْنَ;fī a'nāqihim, wa ulā`ika aṣ-ḥābun-nār, hum fīhā khālid;u fī a' nā qi him , wa u lā `i ka aṣ ḥā bun nār , hum fī hā khā li d
13;6;1;وَيَسْتَعْجِلُوْنَكَ بِالسَّيِّئَةِ قَبْلَ الْحَسَنَةِ وَقَدْ خَلَتْ;yasta'jilụnaka bis-sayyi`ati qablal-ḥasanati wa qad khala;a yas ta' ji lụ na ka bis say yi `a ti qab lal ḥa sa na ti wa qad kha la
13;6;2;مِنْ قَبْلِهِمُ الْمَثُلٰتُۗ وَاِنَّ رَبَّكَ لَذُوْ مَغْفِرَةٍ لِّلنَّاسِ; qablihimul-maṡulāt, wa inna rabbaka lażụ magfiratil lin-nāsi;g qab li hi mul ma ṡu lāt , wa in na rab ba ka la żụ mag fi ra til lin nā si
13;6;3;عَلٰى ظُلْمِهِمْۚ وَاِنَّ رَبَّكَ لَشَدِيْدُ الْعِقَابِ;'alā ẓulmihim, wa inna rabbaka lasyadīdul-'iq;i 'a lā ẓul mi him , wa in na rab ba ka la sya dī dul 'i q
13;7;1;وَيَقُوْلُ الَّذِيْنَ كَفَرُوْا لَوْلَآ اُنْزِلَ عَلَيْهِ اٰيَةٌ;wa yaqụlullażīna kafarụ lau lā unzila 'alaihi āyat;wa ya qụ lul la żī na ka fa rụ lau lā un zi la 'a lai hi ā ya t
13;7;2;مِّنْ رَّبِّهٖۗ اِنَّمَآ اَنْتَ مُنْذِرٌ وَّلِكُلِّ قَوْمٍ هَادٍ ࣖ; mir rabbih, innamā anta munżiruw wa likulli qaumin hād;m mir rab bih , in na mā an ta mun żi ruw wa li kul li qau min hād
13;8;1;اَللّٰهُ يَعْلَمُ مَا تَحْمِلُ كُلُّ اُنْثٰى وَمَا تَغِيْضُ الْاَرْحَامُ;allāhu ya'lamu mā taḥmilu kullu unṡā wa mā tagīḍul-ar-ḥ;l llā hu ya' la mu mā taḥ mi lu kul lu un ṡā wa mā ta gī ḍul ar ḥā
13;8;2;وَمَا تَزْدَادُ ۗوَكُلُّ شَيْءٍ عِنْدَهٗ بِمِقْدَارٍ;wa mā tazdād, wa kullu syai`in 'indahụ bimiqdā;u wa mā taz dād , wa kul lu syai `in 'in da hụ bi miq dā
13;9;1;عٰلِمُ الْغَيْبِ وَالشَّهَادَةِ الْكَبِيْرُ الْمُتَعَالِ;'ālimul-gaibi wasy-syahādatil-kabīrul-muta'āl;ā li mul gai bi wasy sya hā da til ka bī rul mu ta 'āl
13;10;1;سَوَاۤءٌ مِّنْكُمْ مَّنْ اَسَرَّ الْقَوْلَ وَمَنْ جَهَرَ بِهٖ;sawā`um mingkum man asarral-qaula wa man jahara bi;sa wā `um ming kum man a sar ral qau la wa man ja ha ra bi
13;10;2;وَمَنْ هُوَ مُسْتَخْفٍۢ بِالَّيْلِ وَسَارِبٌۢ بِالنَّهَارِ;man huwa mustakhfim bil-laili wa sāribum bin-nahār;a man hu wa mus takh fim bil lai li wa sā ri bum bin na hār
13;11;1;لَهٗ مُعَقِّبٰتٌ مِّنْۢ بَيْنِ يَدَيْهِ وَمِنْ خَلْفِهٖ يَحْفَظُوْنَهٗ;lahụ mu'aqqibātum mim baini yadaihi wa min khalfihī yaḥfaẓụn;la hụ mu 'aq qi bā tum mim bai ni ya dai hi wa min khal fi hī yaḥ fa ẓụ n
13;11;2;مِنْ اَمْرِ اللّٰهِ ۗاِنَّ اللّٰهَ لَا يُغَيِّرُ مَا بِقَوْمٍ حَتّٰى يُغَيِّرُوْا; min amrillāh, innallāha lā yugayyiru mā biqaumin ḥattā yugayyir;l llā ha lā yu gay yi ru mā bi qau min ḥat tā yu gay yi rụ mā bi `an fu si him ,
13;11;3;مَا بِاَنْفُسِهِمْۗ وَاِذَآ اَرَادَ اللّٰهُ بِقَوْمٍ سُوْۤءًا فَلَا;mā bi`anfusihim, wa iżā arādallāhu biqaumin sū`an fa;ụ mā bi `an fu si him , wa i żā a rā dall llā hu bi qau min sū `an
13;11;4;مَرَدَّ لَهٗ ۚوَمَا لَهُمْ مِّنْ دُوْنِهٖ مِنْ وَّالٍ;maradda lah, wa mā lahum min dụnihī miw wā;ā ma rad da lah , wa mā la hum min dụ ni hī miw wā
13;12;1;هُوَ الَّذِيْ يُرِيْكُمُ الْبَرْقَ خَوْفًا وَّطَمَعًا وَّيُنْشِئُ السَّحَابَ الثِّقَالَۚ;huwallażī yurīkumul-barqa khaufaw wa ṭama'aw wa yunsyi`us-saḥābaṡ-ṡiqāl;hu wal la żī yu rī ku mul bar qa khau faw wa ṭa ma 'aw wa yun syi `us sa ḥā baṡ ṡi qāl
13;13;1;وَيُسَبِّحُ الرَّعْدُ بِحَمْدِهٖ وَالْمَلٰۤىِٕكَةُ مِنْ خِيْفَتِهٖۚ;wa yusabbiḥur-ra'du biḥamdihī wal-malā`ikatu min khīfat;wa yu sab bi ḥur ra' du bi ḥam di hī wal ma lā `i ka tu min khī fa t
13;13;2;وَيُرْسِلُ الصَّوَاعِقَ فَيُصِيْبُ بِهَا مَنْ يَّشَاۤءُ وَهُمْ;wa yursiluṣ-ṣawā'iqa fa yuṣību bihā may yasyā`u wa h;, wa yur si luṣ ṣa wā 'i qa fa yu ṣī bu bi hā may ya syā `u wa h
13;13;3;يُجَادِلُوْنَ فِى اللّٰهِ ۚوَهُوَ شَدِيْدُ الْمِحَالِۗ;yujādilụna fillāh, wa huwa syadīdul miḥāl;m yu jā di lụ na fil lāh , wa hu wa sya dī dul mi ḥāl
13;14;1;لَهٗ دَعْوَةُ الْحَقِّۗ وَالَّذِيْنَ يَدْعُوْنَ مِنْ دُوْنِهٖ لَا يَسْتَجِيْبُوْنَ;lahụ da'watul-ḥaqq, wallażīna yad'ụna min dụnihī lā yastajīb;la hụ da' wa tul ḥaqq , wal la żī na yad 'ụ na min dụ ni hī lā yas ta jī b
13;14;2;لَهُمْ بِشَيْءٍ اِلَّا كَبَاسِطِ كَفَّيْهِ اِلَى الْمَاۤءِ لِيَبْلُغَ فَاهُ وَمَا;lahum bisyai`in illā kabāsiṭi kaffaihi ilal-mā`i liyabluga fāhu wa m;a la hum bi syai `in il lā ka bā si ṭi kaf fai hi i lal mā `i li yab lu ga fā hu wa m
13;14;3;هُوَ بِبَالِغِهٖۗ وَمَا دُعَاۤءُ الْكٰفِرِيْنَ اِلَّا فِيْ ضَلٰلٍ;huwa bibāligih, wa mā du'ā`ul-kāfirīna illā fī ḍalāl;ā hu wa bi bā li gih , wa mā du 'ā `ul kā fi rī na il lā fī ḍa lāl
13;15;1;وَلِلّٰهِ يَسْجُدُ مَنْ فِى السَّمٰوٰتِ وَالْاَرْضِ طَوْعًا;wa lillāhi yasjudu man fis-samāwāti wal-arḍi ṭau';wa lil lā hi yas ju du man fis sa mā wā ti wal ar ḍi ṭau '
13;15;2;وَّكَرْهًا وَّظِلٰلُهُمْ بِالْغُدُوِّ وَالْاٰصَالِ ۩;kar-haw wa ẓilāluhum bil-guduwwi wal-āṣā;a kar haw wa ẓi lā lu hum bil gu duw wi wal ā ṣā
13;16;1;قُلْ مَنْ رَّبُّ السَّمٰوٰتِ وَالْاَرْضِۗ قُلِ اللّٰهُ ۗقُلْ اَفَاتَّخَذْتُمْ مِّنْ دُوْنِهٖٓ اَوْلِيَاۤءَ;qul mar rabbus-samāwāti wal-arḍ, qulillāh, qul a fattakhażtum min dụnihī auliyā;qul mar rab bus sa mā wā ti wal arḍ , qu lil lāh , qul a fat ta khaż tum min dụ ni hī au li yā
13;16;2;لَا يَمْلِكُوْنَ لِاَنْفُسِهِمْ نَفْعًا وَّلَا ضَرًّاۗ قُلْ هَلْ يَسْتَوِى الْاَعْمٰى وَالْبَصِيْرُ ەۙ;lā yamlikụna li`anfusihim naf'aw wa lā ḍarrā, qul hal yastawil-a'mā wal-baṣ;a lā yam li kụ na li `an fu si him naf 'aw wa lā ḍar rā , qul hal yas ta wil a' mā wal ba ṣ
