id;aya;sura;transcript;created_at;updated_at
2905;49;25;li nuḥ yi ya bi hī bal da tam mai taw wa nus qi ya hụ mim mā kha laq nā an 'ā maw wa a nā siy ya ka ṡī rā;;
2906;50;25;wa la qad ṣar raf nā hu bai na hum li yaż żak ka rụ fa a bā ak ṡa run nā si il lā ku fụ rā;;
2907;51;25;wa lau syi` nā la ba 'aṡ nā fī kul li qar ya tin na żī rā;;
2908;52;25;fa lā tu ṭi 'il kā fi rī na wa jā hid hum bi hī ji hā dang ka bī rā;;
2909;53;25;"wa hu wal la żī ma ra jal baḥ rai ni hā żā 'aż bun fu rā tuw wa hā żā mil ḥun u jāj , wa ja 'a la bai na hu mā bar za khaw wa ḥij ram maḥ jụ rā";;
2910;54;25;"wa hu wal la żī kha la qa mi nal mā `i ba sya ran fa ja 'a la hụ na sa baw wa ṣih rā , wa kā na rab bu ka qa dī rā";;
2911;55;25;"wa ya' bu dụ na min dụ nil lā hi mā lā yan fa 'u hum wa lā ya ḍur ru hum , wa kā nal kā fi ru 'a lā rab bi hī ẓa hī rā";;
2912;56;25;wa mā ar sal nā ka il lā mu basy syi raw wa na żī rā;;
2913;57;25;qul mā as `a lu kum 'a lai hi min aj rin il lā man syā `a ay yat ta khi ża i lā rab bi hī sa bī lā;;
2914;58;25;"wa ta wak kal 'a lal ḥay yil la żī lā ya mụ tu wa sab biḥ bi ḥam dih , wa ka fā bi hī bi żu nụ bi 'i bā di hī kha bī rā";;
2915;59;25;"al la żī kha la qas sa mā wā ti wal ar ḍa wa mā bai na hu mā fī sit ta ti ay yā min ṡum mas ta wā 'a lal 'arsy , ar raḥ mā nu fas `al bi hī kha bī rā";;
2916;60;25;wa i żā qī la la hu mus ju dụ lir raḥ mā ni qā lụ wa mar raḥ mā nu a nas ju du li mā ta` mu ru nā wa zā da hum nu fụ rā;;
2917;61;25;ta bā ra kal la żī ja 'a la fis sa mā `i bu rụ jaw wa ja 'a la fī hā si rā jaw wa qa ma ram mu nī rā;;
2918;62;25;wa hu wal la żī ja 'a lal lai la wan na hā ra khil fa tal li man a rā da ay yaż żak ka ra au a rā da syu kụ rā;;
2919;63;25;wa 'i bā dur raḥ mā nil la żī na yam syụ na 'a lal ar ḍi hau naw wa i żā khā ṭa ba hu mul jā hi lụ na qā lụ sa lā mā;;
2920;64;25;wal la żī na ya bī tụ na li rab bi him suj ja daw wa qi yā mā;;
2921;65;25;wal la żī na ya qụ lụ na rab ba naṣ rif 'an nā 'a żā ba ja han na ma in na 'a żā ba hā kā na ga rā mā;;
2922;66;25;in na hā sā `at mus ta qar raw wa mu qā mā;;
2923;67;25;wal la żī na i żā an fa qụ lam yus ri fụ wa lam yaq tu rụ wa kā na bai na żā li ka qa wā mā;;
2924;68;25;"wal la żī na lā yad 'ụ na ma 'all llā hi i lā han ā kha ra wa lā yaq tu lụ nan naf sal la tī ḥar ra mall llā hu il lā bil ḥaq qi wa lā yaz nụn , wa may yaf 'al żā li ka yal qa a ṡā mā";;
2925;69;25;yu ḍā 'af la hul 'a żā bu yau mal qi yā ma ti wa yakh lud fī hī mu hā nā;;
2926;70;25;"il lā man tā ba wa ā ma na wa 'a mi la 'a ma lan ṣā li ḥan fa u lā `i ka yu bad di lull llā hu say yi `ā ti him ḥa sa nāt , wa kā nall llā hu ga fụ rar ra ḥī mā";;
2927;71;25;wa man tā ba wa 'a mi la ṣā li ḥan fa in na hụ ya tụ bu i lall llā hi ma tā bā;;
2928;72;25;wal la żī na lā yasy ha dụ naz zụ ra wa i żā mar rụ bil lag wi mar rụ ki rā mā;;
2929;73;25;wal la żī na i żā żuk ki rụ bi `ā yā ti rab bi him lam ya khir rụ 'a lai hā ṣum maw wa 'um yā nā;;
2930;74;25;wal la żī na ya qụ lụ na rab ba nā hab la nā min az wā ji nā wa żur riy yā ti nā qur ra ta a' yu niw waj 'al nā lil mut ta qī na i mā mā;;
2931;75;25;u lā `i ka yuj zau nal gur fa ta bi mā ṣa ba rụ wa yu laq qau na fī hā ta ḥiy ya taw wa sa lā mā;;
2932;76;25;"khā li dī na fī hā , ḥa su nat mus ta qar raw wa mu qā mā";;
2933;77;25;"qul mā ya' ba `u bi kum rab bī lau lā du 'ā `u kum , fa qad każ żab tum fa sau fa ya kụ nu li zā mā";;
2934;1;26;ṭā sīm mīm;;
2935;2;26;til ka ā yā tul ki tā bil mu bīn;;
2936;3;26;la 'al la ka bā khi 'un naf sa ka al lā ya kụ nụ mu` mi nīn;;2020-07-22 14:57:06
2937;4;26;in na sya` nu naz zil 'a lai him mi nas sa mā `i ā ya tan fa ẓal lat a' nā qu hum la hā khā ḍi 'īn;;
2938;5;26;wa mā ya` tī him min żik rim mi nar raḥ mā ni muḥ da ṡin il lā kā nụ 'an hu mu' ri ḍīn;;
2939;6;26;fa qad każ ża bụ fa sa ya` tī him am bā `u mā kā nụ bi hī yas tah zi `ụn;;
2940;7;26;a wa lam ya rau i lal ar ḍi kam am bat nā fī hā ming kul li zau jing ka rīm;;
2941;8;26;"in na fī żā li ka la `ā yah , wa mā kā na ak ṡa ru hum mu` mi nīn";;
2942;9;26;wa in na rab ba ka la hu wal 'a zī zur ra ḥīm;;
2943;10;26;wa iż nā dā rab bu ka mụ sā a ni` til qau maẓ ẓā li mīn;;
2944;11;26;"qau ma fir 'aụn , a lā yat ta qụn";;
2945;12;26;qā la rab bi in nī a khā fu ay yu każ żi bụn;;
2946;13;26;wa ya ḍī qu ṣad rī wa lā yan ṭa li qu li sā nī fa ar sil i lā hā rụn;;
2947;14;26;wa la hum 'a lay ya żam bun fa a khā fu ay yaq tu lụn;;
2948;15;26;"qā la kal lā , faż ha bā bi `ā yā ti nā in nā ma 'a kum mus ta mi 'ụn";;2020-07-22 14:57:06
2949;16;26;fa` ti yā fir 'au na fa qụ lā in nā ra sụ lu rab bil 'ā la mīn;;
2950;17;26;an ar sil ma 'a nā ba nī is rā `īl;;
2951;18;26;qā la a lam nu rab bi ka fī nā wa lī daw wa la biṡ ta fī nā min 'u mu ri ka si nīn;;
2952;19;26;wa fa 'al ta fa' la ta kal la tī fa 'al ta wa an ta mi nal kā fi rīn;;
2953;20;26;qā la fa 'al tu hā i żaw wa a na mi naḍ ḍāl līn;;
2954;21;26;fa fa rar tu ming kum lam mā khif tu kum fa wa ha ba lī rab bī ḥuk maw wa ja 'a la nī mi nal mur sa līn;;
2955;22;26;wa til ka ni' ma tun ta mun nu hā 'a lay ya an 'ab bat ta ba nī is rā `īl;;
2956;23;26;qā la fir 'au nu wa mā rab bul 'ā la mīn;;
2957;24;26;"qā la rab bus sa mā wā ti wal ar ḍi wa mā bai na hu mā , ing kun tum mụ qi nīn";;
2958;25;26;qā la li man ḥau la hū a lā tas ta mi 'ụn;;
2959;26;26;qā la rab bu kum wa rab bu ā bā `i ku mul aw wa līn;;
2960;27;26;qā la in na ra sụ la ku mul la żī ur si la i lai kum la maj nụn;;
2961;28;26;"qā la rab bul masy ri qi wal mag ri bi wa mā bai na hu mā , ing kun tum ta' qi lụn";;
2962;29;26;qā la la `i nit ta khaż ta i lā han gai rī la `aj 'a lan na ka mi nal mas jụ nīn;;
2963;30;26;qā la a wa lau ji` tu ka bi syai `im mu bīn;;
2964;31;26;qā la fa` ti bi hī ing kun ta mi naṣ ṣā di qīn;;
2965;32;26;fa al qā 'a ṣā hu fa i żā hi ya ṡu' bā num mu bīn;;
2966;33;26;wa na za 'a ya da hụ fa i żā hi ya bai ḍā `u lin nā ẓi rīn;;
2967;34;26;qā la lil ma la `i ḥau la hū in na hā żā la sā ḥi run 'a līm;;
2968;35;26;yu rī du ay yukh ri ja kum min ar ḍi kum bi siḥ ri hī fa mā żā ta` mu rụn;;
2969;36;26;qā lū ar jih wa a khā hu wab 'aṡ fil ma dā `i ni ḥā syi rīn;;
2970;37;26;ya` tụ ka bi kul li saḥ ḥā rin 'a līm;;
2971;38;26;fa ju mi 'as sa ḥa ra tu li mī qā ti yau mim ma' lụm;;
2972;39;26;wa qī la lin nā si hal an tum muj ta mi 'ụn;;
2973;40;26;la 'al la nā nat ta bi 'us sa ḥa ra ta ing kā nụ hu mul gā li bīn;;
2974;41;26;fa lam mā jā `as sa ḥa ra tu qā lụ li fir 'au na a in na la nā la `aj ran ing kun nā naḥ nul gā li bīn;;
2975;42;26;qā la na 'am wa in na kum i żal la mi nal mu qar ra bīn;;
2976;43;26;qā la la hum mụ sā al qụ mā an tum mul qụn;;
2977;44;26;fa al qau ḥi bā la hum wa 'i ṣiy ya hum wa qā lụ bi 'iz za ti fir 'au na in nā la naḥ nul gā li bụn;;
2978;45;26;fa al qā mụ sā 'a ṣā hu fa i żā hi ya tal qa fu mā ya` fi kụn;;
2979;46;26;fa ul qi yas sa ḥa ra tu sā ji dīn;;
2980;47;26;qā lū ā man nā bi rab bil 'ā la mīn;;
2981;48;26;rab bi mụ sā wa hā rụn;;
2982;49;26;"qā la ā man tum la hụ qab la an ā ża na la kum , in na hụ la ka bī ru ku mul la żī 'al la ma ku mus siḥr , fa la sau fa ta' la mụn , la `u qaṭ ṭi 'an na ai di ya kum wa ar ju la kum min khi lā fiw wa la `u ṣal li ban na kum aj ma 'īn";;
2983;50;26;qā lụ lā ḍai ra in nā i lā rab bi nā mung qa li bụn;;
2984;51;26;in nā naṭ ma 'u ay yag fi ra la nā rab bu nā kha ṭā yā nā ang kun nā aw wa lal mu` mi nīn;;
2985;52;26;wa au ḥai nā i lā mụ sā an as ri bi 'i bā dī in na kum mut ta ba 'ụn;;
2986;53;26;fa ar sa la fir 'au nu fil ma dā `i ni ḥā syi rīn;;
2987;54;26;in na hā `u lā `i la syir żi ma tung qa lī lụn;;
2988;55;26;wa in na hum la nā la gā `i ẓụn;;
2989;56;26;wa in nā la ja mī 'un ḥā żi rụn;;
2990;57;26;fa akh raj nā hum min jan nā tiw wa 'u yụn;;
2991;58;26;wa ku nụ ziw wa ma qā ming ka rīm;;
2992;59;26;"ka żā lik , wa au raṡ nā hā ba nī is rā `īl";;
2993;60;26;fa at ba 'ụ hum musy ri qīn;;
2994;61;26;fa lam mā ta rā `al jam 'ā ni qā la aṣ ḥā bu mụ sā in nā la mud ra kụn;;
2995;62;26;"qā la kal lā , in na ma 'i ya rab bī sa yah dīn";;2020-07-22 14:57:06
2996;63;26;"fa au ḥai nā i lā mụ sā a niḍ rib bi 'a ṣā kal baḥr , fan fa la qa fa kā na kul lu fir qing kaṭ ṭau dil 'a ẓīm";;
2997;64;26;wa az laf nā ṡam mal ā kha rīn;;
2998;65;26;wa an jai nā mụ sā wa mam ma 'a hū aj ma 'īn;;
2999;66;26;ṡum ma ag raq nal ā kha rīn;;
3000;67;26;"in na fī żā li ka la `ā yah , wa mā kā na ak ṡa ru hum mu` mi nīn";;
3001;68;26;wa in na rab ba ka la hu wal 'a zī zur ra ḥīm;;
3002;69;26;wat lu 'a lai him na ba `a ib rā hīm;;
3003;70;26;iż qā la li `a bī hi wa qau mi hī mā ta' bu dụn;;
3004;71;26;qā lụ na' bu du aṣ nā man fa na ẓal lu la hā 'ā ki fīn;;
3005;72;26;qā la hal yas ma 'ụ na kum iż tad 'ụn;;
3006;73;26;au yan fa 'ụ na kum au ya ḍur rụn;;
3007;74;26;qā lụ bal wa jad nā ā bā `a nā ka żā li ka yaf 'a lụn;;
3008;75;26;qā la a fa ra `ai tum mā kun tum ta' bu dụn;;
3009;76;26;an tum wa ā bā `u ku mul aq da mụn;;
3010;77;26;fa in na hum 'a duw wul lī il lā rab bal 'ā la mīn;;
3011;78;26;al la żī kha la qa nī fa hu wa yah dīn;;
3012;79;26;wal la żī hu wa yuṭ 'i mu nī wa yas qīn;;
3013;80;26;wa i żā ma riḍ tu fa hu wa yasy fīn;;
3014;81;26;wal la żī yu mī tu nī ṡum ma yuḥ yīn;;
3015;82;26;wal la żī aṭ ma 'u ay yag fi ra lī kha ṭī `a tī yau mad dīn;;
3016;83;26;rab bi hab lī ḥuk maw wa al ḥiq nī biṣ ṣā li ḥīn;;
3017;84;26;waj 'al lī li sā na ṣid qin fil ā khi rīn;;
3018;85;26;waj 'al nī miw wa ra ṡa ti jan na tin na 'īm;;
3019;86;26;wag fir li `a bī in na hụ kā na mi naḍ ḍāl līn;;
3020;87;26;wa lā tukh zi nī yau ma yub 'a ṡụn;;
3021;88;26;yau ma lā yan fa 'u mā luw wa lā ba nụn;;
3022;89;26;il lā man a tall llā ha bi qal bin sa līm;;
3023;90;26;wa uz li fa til jan na tu lil mut ta qīn;;
3024;91;26;wa bur ri za til ja ḥī mu lil gā wīn;;
3025;92;26;wa qī la la hum ai na mā kun tum ta' bu dụn;;
3026;93;26;"min dụ nil lāh , hal yan ṣu rụ na kum au yan ta ṣi rụn";;
3027;94;26;fa kub ki bụ fī hā hum wal gā wụn;;
3028;95;26;wa ju nụ du ib lī sa aj ma 'ụn;;
3029;96;26;qā lụ wa hum fī hā yakh ta ṣi mụn;;
3030;97;26;tall llā hi ing kun nā la fī ḍa lā lim mu bīn;;
3031;98;26;iż nu saw wī kum bi rab bil 'ā la mīn;;
3032;99;26;wa mā a ḍal la nā il lal muj ri mụn;;
3033;100;26;fa mā la nā min syā fi 'īn;;
3034;101;26;wa lā ṣa dī qin ḥa mīm;;
3035;102;26;fa lau an na la nā kar ra tan fa na kụ na mi nal mu` mi nīn;;
3036;103;26;"in na fī żā li ka la `ā yah , wa mā kā na ak ṡa ru hum mu` mi nīn";;
3037;104;26;wa in na rab ba ka la hu wal 'a zī zur ra ḥīm;;
3038;105;26;każ ża bat qau mu nụ ḥi nil mur sa līn;;
3039;106;26;iż qā la la hum a khụ hum nụ ḥun a lā tat ta qụn;;
3040;107;26;in nī la kum ra sụ lun a mīn;;
3041;108;26;fat ta qull llā ha wa a ṭī 'ụn;;
3042;109;26;"wa mā as `a lu kum 'a lai hi min ajr , in aj ri ya il lā 'a lā rab bil 'ā la mīn";;
3043;110;26;fat ta qull llā ha wa a ṭī 'ụn;;
3044;111;26;qā lū a nu` mi nu la ka wat ta ba 'a kal ar ża lụn;;
3045;112;26;qā la wa mā 'il mī bi mā kā nụ ya' ma lụn;;
3046;113;26;in ḥi sā bu hum il lā 'a lā rab bī lau tasy 'u rụn;;
3047;114;26;wa mā a na bi ṭā ri dil mu` mi nīn;;
3048;115;26;in a na il lā na żī rum mu bīn;;
3049;116;26;qā lụ la `il lam tan ta hi yā nụ ḥu la ta kụ nan na mi nal mar jụ mīn;;
3050;117;26;qā la rab bi in na qau mī każ ża bụn;;
3051;118;26;faf taḥ bai nī wa bai na hum fat ḥaw wa naj ji nī wa mam ma 'i ya mi nal mu` mi nīn;;
3052;119;26;fa an jai nā hu wa mam ma 'a hụ fil ful kil masy ḥụn;;
3053;120;26;ṡum ma ag raq nā ba' dul bā qīn;;
3054;121;26;"in na fī żā li ka la `ā yah , wa mā kā na ak ṡa ru hum mu` mi nīn";;
3055;122;26;wa in na rab ba ka la hu wal 'a zī zur ra ḥīm;;
3056;123;26;każ ża bat 'ā du nil mur sa līn;;
3057;124;26;iż qā la la hum a khụ hum hụ dun a lā tat ta qụn;;
3058;125;26;in nī la kum ra sụ lun a mīn;;
3059;126;26;fat ta qull llā ha wa a ṭī 'ụn;;
3060;127;26;"wa mā as `a lu kum 'a lai hi min ajr , in aj ri ya il lā 'a lā rab bil 'ā la mīn";;
3061;128;26;a tab nụ na bi kul li rī 'in ā ya tan ta' ba ṡụn;;
3062;129;26;wa tat ta khi żụ na ma ṣā ni 'a la 'al la kum takh lu dụn;;
3063;130;26;wa i żā ba ṭasy tum ba ṭasy tum jab bā rīn;;
3064;131;26;fat ta qull llā ha wa a ṭī 'ụn;;
3065;132;26;wat ta qul la żī a mad da kum bi mā ta' la mụn;;
3066;133;26;a mad da kum bi `an 'ā miw wa ba nīn;;
3067;134;26;wa jan nā tiw wa 'u yụn;;
3068;135;26;in nī a khā fu 'a lai kum 'a żā ba yau min 'a ẓīm;;
3069;136;26;qā lụ sa wā `un 'a lai nā a wa 'aẓ ta am lam ta kum mi nal wā 'i ẓīn;;
3070;137;26;in hā żā il lā khu lu qul aw wa līn;;
3071;138;26;wa mā naḥ nu bi mu 'aż ża bīn;;
3072;139;26;"fa każ ża bụ hu fa ah lak nā hum , in na fī żā li ka la `ā yah , wa mā kā na ak ṡa ru hum mu` mi nīn";;
3073;140;26;wa in na rab ba ka la hu wal 'a zī zur ra ḥīm;;
3074;141;26;każ ża bat ṡa mụ dul mur sa līn;;
3075;142;26;iż qā la la hum a khụ hum ṣā li ḥun a lā tat ta qụn;;
3076;143;26;in nī la kum ra sụ lun a mīn;;
3077;144;26;fat ta qull llā ha wa a ṭī 'ụn;;
3078;145;26;"wa mā as `a lu kum 'a lai hi min ajr , in aj ri ya il lā 'a lā rab bil 'ā la mīn";;
3079;146;26;a tut ra kụ na fī mā hā hu nā ā mi nīn;;
3080;147;26;fī jan nā tiw wa 'u yụn;;
3081;148;26;wa zu rụ 'iw wa nakh lin ṭal 'u hā ha ḍīm;;
3082;149;26;wa tan ḥi tụ na mi nal ji bā li bu yụ tan fā ri hīn;;
3083;150;26;fat ta qull llā ha wa a ṭī 'ụn;;
3084;151;26;wa lā tu ṭī 'ū am ral mus ri fīn;;
3085;152;26;al la żī na yuf si dụ na fil ar ḍi wa lā yuṣ li ḥụn;;
3086;153;26;qā lū in na mā an ta mi nal mu saḥ ḥa rīn;;
3087;154;26;mā an ta il lā ba sya rum miṡ lu nā fa` ti bi `ā ya tin ing kun ta mi naṣ ṣā di qīn;;
3088;155;26;qā la hā żi hī nā qa tul la hā syir buw wa la kum syir bu yau mim ma' lụm;;
3089;156;26;wa lā ta mas sụ hā bi sū `in fa ya` khu ża kum 'a żā bu yau min 'a ẓīm;;
3090;157;26;fa 'a qa rụ hā fa aṣ ba ḥụ nā di mīn;;
3091;158;26;"fa a kha ża hu mul 'a żāb , in na fī żā li ka la `ā yah , wa mā kā na ak ṡa ru hum mu` mi nīn";;
3092;159;26;wa in na rab ba ka la hu wal 'a zī zur ra ḥīm;;
3093;160;26;każ ża bat qau mu lụ ṭi nil mur sa līn;;
3094;161;26;iż qā la la hum a khụ hum lụ ṭun a lā tat ta qụn;;
3095;162;26;in nī la kum ra sụ lun a mīn;;
3096;163;26;fat ta qull llā ha wa a ṭī 'ụn;;
3097;164;26;wa mā as `a lu kum 'a lai hi min aj rin in aj ri ya il lā 'a lā rab bil 'ā la mīn;;
3098;165;26;a ta` tụ naż żuk rā na mi nal 'ā la mīn;;
3099;166;26;"wa ta ża rụ na mā kha la qa la kum rab bu kum min az wā ji kum , bal an tum qau mun 'ā dụn";;
3100;167;26;qā lụ la `il lam tan ta hi yā lụ ṭu la ta kụ nan na mi nal mukh ra jīn;;
3101;168;26;qā la in nī li 'a ma li kum mi nal qā līn;;
3102;169;26;rab bi naj ji nī wa ah lī mim mā ya' ma lụn;;
3103;170;26;fa naj jai nā hu wa ah la hū aj ma 'īn;;
3104;171;26;il lā 'a jụ zan fil gā bi rīn;;
3105;172;26;ṡum ma dam mar nal ā kha rīn;;
3106;173;26;"wa am ṭar nā 'a lai him ma ṭa rā , fa sā `a ma ṭa rul mun ża rīn";;
3107;174;26;"in na fī żā li ka la `ā yah , wa mā kā na ak ṡa ru hum mu` mi nīn";;
3108;175;26;wa in na rab ba ka la hu wal 'a zī zur ra ḥīm;;
3109;176;26;każ ża ba aṣ ḥā bul ai ka til mur sa līn;;
3110;177;26;iż qā la la hum syu 'ai bun a lā tat ta qụn;;
3111;178;26;in nī la kum ra sụ lun a mīn;;
3112;179;26;fat ta qull llā ha wa a ṭī 'ụn;;
3113;180;26;wa mā as `a lu kum 'a lai hi min aj rin in aj ri ya il lā 'a lā rab bil 'ā la mīn;;
3114;181;26;au ful kai la wa lā ta kụ nụ mi nal mukh si rīn;;
3115;182;26;wa zi nụ bil qis ṭā sil mus ta qīm;;
3116;183;26;wa lā tab kha sun nā sa asy yā `a hum wa lā ta' ṡau fil ar ḍi muf si dīn;;
3117;184;26;wat ta qul la żī kha la qa kum wal ji bil la tal aw wa līn;;
3118;185;26;qā lū in na mā an ta mi nal mu saḥ ḥa rīn;;
3119;186;26;wa mā an ta il lā ba sya rum miṡ lu nā wa in na ẓun nu ka la mi nal kā żi bīn;;
3120;187;26;fa as qiṭ 'a lai nā ki sa fam mi nas sa mā `i ing kun ta mi naṣ ṣā di qīn;;
3121;188;26;qā la rab bī a' la mu bi mā ta' ma lụn;;
3122;189;26;"fa każ ża bụ hu fa a kha ża hum 'a żā bu yau miẓ ẓul lah , in na hụ kā na 'a żā ba yau min 'a ẓīm";;
3123;190;26;"in na fī żā li ka la `ā yah , wa mā kā na ak ṡa ru hum mu` mi nīn";;
3124;191;26;wa in na rab ba ka la hu wal 'a zī zur ra ḥīm;;
3125;192;26;wa in na hụ la tan zī lu rab bil 'ā la mīn;;
3126;193;26;na za la bi hir rụ ḥul a mīn;;
3127;194;26;a lā qal bi ka li ta kụ na mi nal mun żi rīn;;
3128;195;26;bi li sā nin 'a ra biy yim mu bīn;;
3129;196;26;wa in na hụ la fī zu bu ril aw wa līn;;
3130;197;26;a wa lam ya kul la hum ā ya tan ay ya' la ma hụ 'u la mā `u ba nī is rā `īl;;
3131;198;26;wa lau naz zal nā hu 'a lā ba' ḍil a' ja mīn;;
3132;199;26;fa qa ra `a hụ 'a lai him mā kā nụ bi hī mu` mi nīn;;
3133;200;26;ka żā li ka sa lak nā hu fī qu lụ bil muj ri mīn;;
3134;201;26;lā yu` mi nụ na bi hī ḥat tā ya ra wul 'a żā bal a līm;;
3135;202;26;fa ya` ti ya hum bag ta taw wa hum lā yasy 'u rụn;;
3136;203;26;fa ya qụ lụ hal naḥ nu mun ẓa rụn;;
3137;204;26;a fa bi 'a żā bi nā yas ta' ji lụn;;
3138;205;26;a fa ra `ai ta im mat ta' nā hum si nīn;;
3139;206;26;ṡum ma jā `a hum mā kā nụ yụ 'a dụn;;
3140;207;26;mā ag nā 'an hum mā kā nụ yu mat ta 'ụn;;
3141;208;26;wa mā ah lak nā ming qar ya tin il lā la hā mun żi rụn;;
3142;209;26;"żik rā , wa mā kun nā ẓā li mīn";;
3143;210;26;wa mā ta naz za lat bi hisy sya yā ṭīn;;
3144;211;26;wa mā yam ba gī la hum wa mā yas ta ṭī 'ụn;;
3145;212;26;in na hum 'a nis sam 'i la ma' zụ lụn;;
3146;213;26;fa lā tad 'u ma 'all llā hi i lā han ā kha ra fa ta kụ na mi nal mu 'aż ża bīn;;
3147;214;26;wa an żir 'a syī ra ta kal aq ra bīn;;
3148;215;26;wakh fiḍ ja nā ḥa ka li ma nit ta ba 'a ka mi nal mu` mi nīn;;
3149;216;26;fa in 'a ṣau ka fa qul in nī ba rī `um mim mā ta' ma lụn;;
3150;217;26;wa ta wak kal 'a lal 'a zī zir ra ḥīm;;
3151;218;26;al la żī ya rā ka ḥī na ta qụm;;
3152;219;26;wa ta qal lu ba ka fis sā ji dīn;;
3153;220;26;in na hụ hu was sa mī 'ul 'a līm;;
3154;221;26;hal u nab bi `u kum 'a lā man ta naz za lusy sya yā ṭīn;;
3155;222;26;ta naz za lu 'a lā kul li af fā kin a ṡīm;;
3156;223;26;yul qụ nas sam 'a wa ak ṡa ru hum kā żi bụn;;
3157;224;26;wasy syu 'a rā `u yat ta bi 'u hu mul gā wụn;;
3158;225;26;a lam ta ra an na hum fī kul li wā diy ya hī mụn;;
3159;226;26;wa an na hum ya qụ lụ na mā lā yaf 'a lụn;;
3160;227;26;"il lal la żī na ā ma nụ wa 'a mi luṣ ṣā li ḥā ti wa ża ka rull llā ha ka ṡī raw wan ta ṣa rụ mim ba' di mā ẓu li mụ , wa sa ya' la mul la żī na ẓa la mū ay ya mung qa la biy yang qa li bụn";;
3161;1;27;"ṭā sīn , til ka ā yā tul qur `ā ni wa ki tā bim mu bīn";;
